CAT. NO.,"UPC #
0-92644+",DESCRIPTION,"STD.
PKG.","MIN.
ORDER
QTY.",UNIT,LIST,"Minimum
Advertised
Price (MAP)","BRKN
PKG.
PRICE","STD.
PKG.
PRICE","KleinTools.com
Link",Product #,,
S20,32650-9,5/8-Inch Hollow Shank Nut Driver 4-Inch Shank,6,1,EA,19.04,12.49,11.42,9.52,S20,S20,,
S5118PRS,55016-4,Lineman's Tool Pouch,1,1,EA,59.84,35.90,-,29.92,S5118PRS,S5118PRS,,
S6,32652-3,"3/16-Inch Nut Driver, 3-Inch Hollow Shaft, Plastic Handle",6,1,EA,10.58,6.99,6.35,5.29,S6,S6,,
S66,32654-7,3/16-Inch Nut Driver 6-Inch Hollow Shaft,6,1,EA,12.16,7.99,7.30,6.08,S66,S66,,
S8,32659-2,"1/4-Inch Hollow Shaft Nut Driver, 3-Inch Shaft",6,1,EA,11.04,7.29,6.62,5.52,S8,S8,,
S818M,32663-9,"1/4-Inch Magnetic Nut Driver, Super Long, 18-Inch",3,1,EA,34.82,22.99,20.89,17.41,S818M,S818M,,
S86,32664-6,"1/4-Inch Nut Driver, 6-Inch Hollow Shaft",6,1,EA,12.10,7.99,7.26,6.05,S86,S86,,
S86M,32665-3,"1/4-Inch Magnetic Nut Driver, 6-Inch Shank",6,1,EA,15.88,10.49,9.53,7.94,S86M,S86M,,
S8M,32661-5,1/4-Inch Magnetic Nut Driver 3-Inch Shank,6,1,EA,13.62,8.99,8.17,6.81,S8M,S8M,,
S9,32667-7,9/32-Inch Nut Driver with 3-Inch Hollow Shank,6,1,EA,12.14,7.99,7.28,6.07,S9,S9,,
SK234,32508-3,"Screwdriver Set, Slotted Screw Holding, 3-Piece",6,1,EA,45.42,29.97,27.25,22.71,SK234,SK234,,
SL1415,32740-7,1/4-Inch Slotted Power Drivers 1-Inch Bit 5-Pack,6,1,EA,9.08,5.99,5.45,4.54,SL1415,SL1415,,
SL14355,32741-4,"1/4-Inch Slotted Power Drivers, 3-1/2-Inch, 5-Pack",6,1,EA,18.92,12.49,11.35,9.46,SL14355,SL14355,,
SL31615,32738-4,"3/16-Inch Slotted Power Drivers 1-Inch, 5-Pack",6,1,EA,9.08,5.99,5.45,4.54,SL31615,SL31615,,
SL316355,32739-1,"3/16-Inch Slotted Drivers, 3-1/2-Inch Bit, 5-Pack",6,1,EA,18.92,12.49,11.35,9.46,SL316355,SL316355,,
SPA637,52067-9,KLEINKORD STIRRUP STRAP*,6,1,EA,12.72,7.31,7.63,6.36,SPA637,SPA637,,
SPA638,52068-6,KLEINKORD COUNTER STRAP*,6,4,EA,4.20,2.42,-,2.10,SPA638,SPA638,,
SQ215,32750-6,"#2 Square Insert Power Drivers, 1-Inch, 5-Pack",6,1,EA,9.08,5.99,5.45,4.54,SQ215,SQ215,,
SRS56036,56036-1,WireSpanner Plus™ Telescopic Pole,1,1,EA,203.10,144.99,-,101.55,SRS56036,SRS56036,,
SRS56037,56037-8,Magnetic Wire Pulling System,2,1,EA,72.96,49.97,43.78,36.48,SRS56037,SRS56037,,
SRS56038,56038-5,Polymer Fish Rod Set Glow-in-The-Dark,6,1,EA,47.98,29.97,28.79,23.99,SRS56038,SRS56038,,
SRS56980,56980-7,"Deluxe Fish Rod Set, 33-Foot, 19-Piece",6,1,EA,217.54,154.99,130.52,108.77,SRS56980,SRS56980,,
SRS56981,56981-4,"Mega Fish Rod Kit, 52.5-Foot, 34-Piece",6,1,EA,266.64,189.99,159.98,133.32,SRS56981,SRS56981,,
SS10,32622-6,5/16-Inch Stubby Nut Driver with 1-1/2-Inch Shaft,6,1,EA,11.08,7.29,6.65,5.54,SS10,SS10,,
SS12,32623-3,3/8-Inch Stubby Nut Driver 1-1/2-Inch Hollow Shaft,6,1,EA,11.34,7.49,6.80,5.67,SS12,SS12,,
SS8,32624-0,1/4-Inch Stubby Nut Driver 1-1/2-Inch Hollow Shaft,6,1,EA,11.04,7.29,6.62,5.52,SS8,SS8,,
STP001,61012-7,"Utility Staples, Collated",1,1,EA,270.70,163.00,-,135.35,STP001,STP001,,
STP100,61011-0,Utility Staple Starter,1,1,EA,250.00,150.00,-,125.00,STP100,STP100,,
T1710,34002-4,Compound Action Ratcheting Crimper - Insulated Terminals,1,1,EA,439.38,289.99,-,219.69,T1710,T1710,,
T1715,34003-1,Full Cycle Ratcheting Crimper - Insulated Terminals,1,1,EA,219.70,144.99,-,109.85,T1715,T1715,,
TI220,69348-9,Thermal Imager for Android® Devices,1,1,EA,369.98,249.99,-,184.99,TI220,TI220,,
TI222,69361-8,Thermal Imager for iOS Devices,1,1,EA,369.98,249.99,-,184.99,TI222,TI222,,
TI250,69293-2,Rechargeable Thermal Imager,1,1,EA,478.00,299.99,-,239.00,TI250,TI250,,
TT1,46000-5,"Tool Tether, 10-Pound Maximum Load",3,1,EA,19.10,10.99,11.46,9.55,TT1,TT1,,
TT2,59006-1,"Triple-Locking Tool Tether, 15-Pound Maximum Load",1,1,EA,46.96,26.99,-,23.48,TT2,TT2,,
VDV000-133,58247-9,18-Compartment VDV ProTech™ Transport Tool Case,1,1,EA,62.10,40.99,-,31.05,VDV000133,VDV000133,,
VDV001-081,58154-0,Punchdown Screwdriver Multi-Tool,3,1,EA,37.80,26.97,22.68,18.90,VDV001081,VDV001081,,
VDV001-833,58250-9,VDV ProTech™ Data & Coaxial Kit,1,1,EA,486.32,297.99,-,243.16,VDV001833,VDV001833,,
VDV001819,58191-5,"VDV Apprentice Cable Installation Kit with Scout® Pro 3, 6-Piece",1,1,EA,318.18,209.99,-,159.09,VDV001819,VDV001819,,
VDV002-818,58193-9,Coax Cable Installation & Test Kit,6,1,EA,72.74,50.99,43.64,36.37,VDV002818,VDV002818,,
VDV002-820,58194-6,Coax Push-On Connector Installation and Test Kit,4,1,EA,51.72,36.99,31.03,25.86,VDV002820,VDV002820,,
VDV011-832,58249-3,VDV ProTech™ Coaxial Kit,1,1,EA,318.22,194.99,-,159.11,VDV011832,VDV011832,,
VDV011-852,58288-2,Coax Cable Installation Kit with Hip Pouch,3,1,EA,59.86,41.97,35.92,29.93,VDV011852,VDV011852,,
VDV026-049,58081-9,"Pliers, Connector Crimping Needle Nose, 7-Inch",3,1,EA,30.60,21.97,18.36,15.30,VDV026049,VDV026049,,
VDV026-211,69123-2,Coax Cable Installation Kit with Zipper Pouch,3,1,EA,63.00,44.97,37.80,31.50,VDV026211,VDV026211,,
VDV026-212,69124-9,Twisted Pair Installation Kit with Zipper Pouch,3,1,EA,63.00,44.97,37.80,31.50,VDV026212,VDV026212,,
VDV026-812,58102-1,LAN Installation and Tester Starter Kit,1,1,EA,174.22,114.99,-,87.11,VDV026812,VDV026812,,
VDV026-831,58248-6,VDV ProTech™ Data Kit,1,1,EA,228.48,139.98,-,114.24,VDV026831,VDV026831,,
VDV027-813,58103-8,"LAN Installer Starter Kit, Punchdown",1,1,EA,148.46,97.99,-,74.23,VDV027813,VDV027813,,
VDV110-004-SEN,58007-9,Cartridge for Radial Stripper,1,1,EA,6.80,4.49,-,3.40,VDV110004SEN,VDV110004SEN,,
VDV110-020,58042-0,Radial Stripper Cartridge Mini-Coaxial,1,1,EA,17.42,11.49,-,8.71,VDV110020,VDV110020,,
VDV110-046,58076-5,"KATAPULT® Wire Stripper Replacement Blade Set, RG6",1,1,EA,20.44,13.49,-,10.22,VDV110046,VDV110046,,
VDV110-061,58094-9,Coax Cable 2-Level Radial Stripper,3,1,EA,19.98,12.97,11.99,9.99,VDV110061,VDV110061,,
VDV110-095,58179-3,Coax Cable Radial Stripper,3,1,EA,25.74,16.99,15.44,12.87,VDV110095,VDV110095,,
VDV110-261,69096-9,Twisted Pair Radial Stripper,3,1,EA,22.94,14.99,13.76,11.47,VDV110261,VDV110261,,
VDV110-295,69098-3,Combination Radial Stripper,3,1,EA,28.00,19.97,16.80,14.00,VDV110295,VDV110295,,
VDV113-021,58043-7,"Radial Stripper Cartridge, RG58/59/62, 3-Level",1,1,EA,18.92,12.49,-,9.46,VDV113021,VDV113021,,
VDV113-022,58044-4,"Radial Stripper Cartridge, RG58/59/62, 3-Level",1,1,EA,20.44,13.49,-,10.22,VDV113022,VDV113022,,
VDV120-005-SEN,58008-6,Cartridge for Twisted Pair Radial Stripper,1,1,EA,9.08,5.99,-,4.54,VDV120005SEN,VDV120005SEN,,
VDV120-006-SEN,58009-3,Radial Stripper UTP/STP,3,1,EA,24.86,14.94,14.92,12.43,VDV120006SEN,VDV120006SEN,,
VDV200-010,58021-5,Ratcheting Crimper Frame,3,1,EA,46.94,30.99,28.16,23.47,VDV200010,VDV200010,,
VDV201-040,58065-9,"Crimp Die Set for RG58/RG59, RG62, RG174, FO",1,1,EA,26.50,17.49,-,13.25,VDV201040,VDV201040,,
VDV201-042,58067-3,Die Set for RG174/179/Belden 8218 and Fiber Optic,1,1,EA,24.98,16.49,-,12.49,VDV201042,VDV201042,,
VDV205-035,58060-4,"Crimp Die Set Insulated Terms, AWG 10-22",1,1,EA,24.98,16.49,-,12.49,VDV205035,VDV205035,,
VDV205-036,58061-1,"Crimper Die, Non-Ins, Open Barrel, AWG 10-20",1,1,EA,24.98,16.49,-,12.49,VDV205036,VDV205036,,
VDV205-039,58064-2,"Die Set Pin Term, Ins or Non-Ins Ferrule",1,1,EA,26.50,17.49,-,13.25,VDV205039,VDV205039,,
VDV205-044,58069-7,"Crimp Die Set, Non-Ins.Term, AWG 18-16",1,1,EA,24.98,16.49,-,12.49,VDV205044,VDV205044,,
VDV211-037,58062-8,"Crimp Die Set, RG58, RG59, RG6, RG62",1,1,EA,26.50,17.49,-,13.25,VDV211037,VDV211037,,
VDV211-038,58063-5,"Crimp Die Set, RG58, RG59, RG6, RG62",1,1,EA,24.98,16.49,-,12.49,VDV211038,VDV211038,,
VDV211-041,58066-6,"Crimp Die Set, RG58, RG59, RG6, RG62",1,1,EA,26.50,17.49,-,13.25,VDV211041,VDV211041,,
VDV211-043,58068-0,Crimp Die Set RG8/RG11/RG174/RG17/ RG213,1,1,EA,26.50,17.49,-,13.25,VDV211043,VDV211043,,
VDV211-048,58080-2,"Compact, Multi-Connector Compression Crimper",3,1,EA,39.94,27.97,23.96,19.97,VDV211048,VDV211048,,
VDV211-063,58089-5,Heavy-Duty Multi-Connector Compression Crimper,3,1,EA,84.18,59.99,50.51,42.09,VDV211063,VDV211063,,
VDV211-100,69083-9,Extended Reach Multi-Connector Compression Crimper,3,1,EA,46.60,34.97,27.96,23.30,VDV211100,VDV211100,,
VDV212-008-SEN,58011-6,"Compact Compression Crimper, F-Connector",4,1,EA,28.02,18.49,16.81,14.01,VDV212008SEN,VDV212008SEN,,
VDV212-034,58059-8,"Crimp Die Set CATV F Connects, RG59, RG6",1,1,EA,24.22,15.99,-,12.11,VDV212034,VDV212034,,
VDV226-005,58287-5,"Data Cable Crimping Tool for Pass-Thru™, Compact",3,1,EA,42.94,29.99,25.76,21.47,VDV226005,VDV226005,,
VDV226-011-SEN,58014-7,Ratcheting Data Cable Crimper / Stripper / Cutter,3,1,EA,47.88,32.97,28.73,23.94,VDV226011SEN,VDV226011SEN,,
VDV226-107,58209-7,"Ratcheting Data Cable Crimper / Stripper / Cutter, Compact",3,1,EA,51.50,33.99,30.90,25.75,VDV226107,VDV226107,,
VDV226-110,69094-5,"Ratcheting Cable Crimper / Stripper / Cutter, for Pass-Thru™",3,1,EA,76.12,49.97,45.67,38.06,VDV226110,VDV226110,,
VDV226-817,58192-2,Modular Installation Kit,6,1,EA,56.08,36.99,33.65,28.04,VDV226817,VDV226817,,
VDV327-103,58205-9,Wire Pick,1,1,EA,18.92,13.49,-,9.46,VDV327103,VDV327103,,
VDV427-015-SEN,58018-5,110 Punchdown Blade,1,1,EA,25.00,16.49,-,12.50,VDV427015SEN,VDV427015SEN,,
VDV427-016-SEN,58019-2,66 Punchdown Blade,1,1,EA,26.52,17.49,-,13.26,VDV427016SEN,VDV427016SEN,,
VDV427-104,58206-6,Dura-Blade™ 66/110 Cut Punchdown Blade,1,1,EA,18.86,13.49,-,9.43,VDV427104,VDV427104,,
VDV427-110,58351-3,Extended Reach Blade for Impact Punchdown Tool,1,1,EA,22.38,15.99,13.43,11.19,VDV427110,VDV427110,,
VDV427-300,58333-9,"Impact Punchdown Tool, 66/110 Blade",3,1,EA,55.98,39.97,33.59,27.99,VDV427300,VDV427300,,
VDV427-805-SEN,58056-7,"Impact Punchdown Tool, 110 Blade",1,1,EA,60.58,39.99,-,30.29,VDV427805SEN,VDV427805SEN,,
VDV427-822,58216-5,"Impact Punchdown Tool Kit, Cushion-Grip, 4-Piece",2,1,EA,90.60,66.99,54.36,45.30,VDV427822,VDV427822,,
VDV427014,58283-7,Punchdown Tool Krone Blade,6,1,EA,16.50,10.99,9.90,8.25,VDV427014,VDV427014,,
VDV500-060,58093-2,PROBEplus Tone Tracing Probe,1,1,EA,80.98,56.77,-,40.49,VDV500060,VDV500060,,
VDV500-063,69233-8,Toner-PRO Tone Generator,3,1,EA,76.98,54.99,46.19,38.49,VDV500063,VDV500063,,
VDV500-123,69234-5,Probe-PRO Tracing Probe,3,1,EA,63.00,44.99,37.80,31.50,VDV500123,VDV500123,,
VDV500-705,58294-3,Tone & Probe Test and Trace Kit,3,1,EA,55.98,39.97,33.59,27.99,VDV500705,VDV500705,,
VDV500-820,69219-2,Tone & Probe PRO Wire Tracing Kit,3,1,EA,118.08,79.97,70.85,59.04,VDV500820,VDV500820,,
VDV501-116,58226-4,Test-n-Map™ ID Remote #6,1,1,EA,32.28,22.99,-,16.14,VDV501116,VDV501116,,
VDV501-210,58350-6,Self-Storing Test + Map™ Replacement Remote for Scout® Pro 3 Tester,1,1,EA,22.38,15.99,13.43,11.19,VDV501210,VDV501210,,
VDV501-211,58335-3,Test + Map™ Remote #1 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501211,VDV501211,,
VDV501-212,58336-0,Test + Map™ Remote #2 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501212,VDV501212,,
VDV501-213,58337-7,Test + Map™ Remote #3 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501213,VDV501213,,
VDV501-214,58338-4,Test + Map™ Remote #4 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501214,VDV501214,,
VDV501-215,58339-1,Test + Map™ Remote #5 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501215,VDV501215,,
VDV501-216,58340-7,Test + Map™ Remote #6 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501216,VDV501216,,
VDV501-217,58341-4,Test + Map™ Remote #7 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501217,VDV501217,,
VDV501-218,58342-1,Test + Map™ Remote #8 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501218,VDV501218,,
VDV501-219,58343-8,Test + Map™ Remote #9 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501219,VDV501219,,
VDV501-220,58344-5,Test + Map™ Remote #10 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501220,VDV501220,,
VDV501-221,58345-2,Test + Map™ Remote #11 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501221,VDV501221,,
VDV501-222,58346-9,Test + Map™ Remote #12 for Scout ® Pro 3 Tester,1,1,EA,31.50,20.99,18.90,15.75,VDV501222,VDV501222,,
VDV501-823,58196-0,"Scout™ Pro 2 Tester Kit with Remotes, Adapter, and Batteries",1,1,EA,141.98,89.97,-,70.99,VDV501823,VDV501823,,
VDV501-828,58211-0,"Cable Test Kit with VDV Commander™ Tester, Remotes, Adapter, and Case",1,1,EA,863.62,569.99,-,431.81,VDV501828,VDV501828,,
VDV501-829,58212-7,"Cable Tester, VDV Commander™ Test & Tone Kit",1,1,EA,999.98,659.99,-,499.99,VDV501829,VDV501829,,
VDV501-851,69226-0,"Cable Tester Kit with Scout ® Pro 3 Tester, Remotes, Adapter, Battery",3,1,EA,131.98,89.97,79.19,65.99,VDV501851,VDV501851,,
VDV501-852,58326-1,Scout ® Pro 3 Tester with Locator Remote Kit,3,1,EA,271.90,179.99,163.14,135.95,VDV501852,VDV501852,,
VDV501-853,58334-6,Scout ® Pro 3 Tester with Test + Map™ Remote Kit,3,1,EA,392.90,254.99,235.74,196.45,VDV501853,VDV501853,,
VDV512-056,58088-8,CoaxMap™ Kit,1,1,EA,62.10,40.99,-,31.05,VDV512056,VDV512056,,
VDV512-100,69072-3,"Cable Tester, Coax Explorer® 2 Tester with Batteries and Red Remote",6,1,EA,35.00,24.99,21.00,17.50,VDV512100,VDV512100,,
VDV512-101,69073-0,"Cable Tester, Coax Explorer® 2 Tester with Remote Kit",6,1,EA,48.42,34.97,29.05,24.21,VDV512101,VDV512101,,
VDV512-110,69085-3,Remote Kit for Coax Explorer® Tester,10,1,EA,27.26,19.49,16.36,13.63,VDV512110,VDV512110,,
VDV526-052,58084-0,"Cable Tester, LAN Scout® Jr. Continuity Tester",3,1,EA,96.68,59.97,58.01,48.34,VDV526052,VDV526052,,
VDV526-055,58087-1,LanMap™ Kit,1,1,EA,57.56,37.99,-,28.78,VDV526055,VDV526055,,
VDV526-100,69224-6,"Network Cable Tester, LAN Explorer® Data Cable Tester with Remote",4,1,EA,45.00,29.96,27.00,22.50,VDV526100,VDV526100,,
VDV526-200,58354-4,LAN Scout ® Jr. 2 Cable Tester,3,1,EA,82.50,54.97,49.50,41.25,VDV526200,VDV526200,,
VDV726-125,58220-2,Universal RJ11/RJ12 Jumper Cable for Scout® Pro Testers,1,1,EA,11.36,7.49,-,5.68,VDV726125,VDV726125,,
VDV770-050,58082-6,WorkEnds Kit for VDV427-047,1,1,EA,20.44,13.49,-,10.22,VDV770050,VDV770050,,
VDV770-080,58153-3,Scout® Pro Series Carrying Case,1,1,EA,34.08,22.49,-,17.04,VDV770080,VDV770080,,
VDV770-125,58347-6,Carrying Case for Scout® Pro 3 Test + Map™ Remotes,1,1,EA,89.26,59.49,53.56,44.63,VDV770125,VDV770125,,
VDV770-126,58348-3,Carrying Case for Scout® Pro 3 Tester and Locator Remotes,6,1,EA,45.92,30.99,27.55,22.96,VDV770126,VDV770126,,
VDV770-127,58352-0,Zipper Bag for Scout® Pro 3 Test + Map™ Remote Expansion Kit,1,1,EA,26.24,17.49,15.74,13.12,VDV770127,VDV770127,,
VDV770-500,58349-0,"Zipper Pouch for Tone & Probe PRO Kit, Black Nylon",1,1,EA,15.40,10.99,9.24,7.70,VDV770500,VDV770500,,
VDV770-834,58275-2,Commander™ Test-n-Map™ Remote Kit,1,1,EA,259.44,159.99,-,129.72,VDV770834,VDV770834,,
VDV770-850,58286-8,Test + Map™ Remotes (#2 - #6) Upgrade Kit for Scout® Pro 3 Tester,3,1,EA,207.00,137.99,124.20,103.50,VDV770850,VDV770850,,
VDV770-851,58289-9,Test + Map™ Remotes (#7 - #12) Expansion Kit for Scout® Pro 3 Tester,1,1,EA,169.50,112.99,101.70,84.75,VDV770851,VDV770851,,
VDV770-855,58353-7,Replacement Cables for Tone & Probe Test and Trace Kit,1,1,EA,8.28,5.99,4.97,4.14,VDV770855,VDV770855,,
VDV812-606,58142-7,Universal F Compression Connectors RG6/6Q 10-Pack,6,1,EA,15.76,10.96,9.46,7.88,VDV812606,VDV812606,,
VDV812-612,58148-9,Universal F Compression Connectors RG6/6Q 50-Pack,6,1,EA,59.34,43.97,35.60,29.67,VDV812612,VDV812612,,
VDV812-615,58155-7,Universal F Compression Connectors RG59 10-Pack,6,1,EA,16.66,10.99,10.00,8.33,VDV812615,VDV812615,,
VDV812-618,58158-8,Universal F-Compression Connectors RG59 50-Pack,6,1,EA,59.08,38.99,35.45,29.54,VDV812618,VDV812618,,
VDV812-623,58163-2,Weatherproof F-Compression Connectors RG6 10-Pack,6,1,EA,14.78,9.97,8.87,7.39,VDV812623,VDV812623,,
VDV812-624,58164-9,Weatherproof F-Compression Connectors RG6 50-Pack,6,1,EA,59.04,37.99,35.42,29.52,VDV812624,VDV812624,,
VDV812-627,58167-0,Push-On F Connectors RG6/6Q 10-Pack,6,1,EA,16.66,10.99,10.00,8.33,VDV812627,VDV812627,,
VDV813-607,58143-4,Universal BNC Compression Connectors RG6-R6Q 10-Pack,6,1,EA,39.38,25.99,23.63,19.69,VDV813607,VDV813607,,
VDV813-613,58149-6,Universal BNC Compression Connectors RG6-R6Q 35-Pack,6,1,EA,127.26,83.99,76.36,63.63,VDV813613,VDV813613,,
VDV813-616,58156-4,Universal BNC Compression Connectors RG59 10-Pack,6,1,EA,39.38,25.99,23.63,19.69,VDV813616,VDV813616,,
VDV813-619,58159-5,Universal BNC Compression Connectors RG59 35-Pack,6,1,EA,127.26,83.99,76.36,63.63,VDV813619,VDV813619,,
VDV814-609,58145-8,"F-Splice Adapter 3 GHz, 10-Pack",6,1,EA,18.92,12.49,11.35,9.46,VDV814609,VDV814609,,
VDV824-650,58393-3,"Strain Relief Boots for RJ45 Data Plugs, CAT5e/CAT6 Cable, 100-Pack",5,1,EA,15.40,10.99,9.24,7.70,VDV824650,VDV824650,,
VDV826-600,58136-6,"Modular Telephone Plugs RJ11 6P6C, 25-Pack",6,1,EA,16.64,10.99,9.98,8.32,VDV826600,VDV826600,,
VDV826-601,58137-3,"Modular Telephone Plugs RJ11 6P4C, 25-Pack",6,1,EA,13.64,8.99,8.18,6.82,VDV826601,VDV826601,,
VDV826-602,58138-0,"Modular Data Plugs RJ45 CAT5e, 50-Pack",6,1,EA,42.42,27.99,25.45,21.21,VDV826602,VDV826602,,
VDV826-603,58139-7,"Modular Data Plugs RJ45 CAT6, 25-Pack",6,1,EA,27.26,17.99,16.36,13.63,VDV826603,VDV826603,,
VDV826-604,58140-3,"UY IDC Connectors UY 22-26 AWG, 25-Pack",6,1,EA,9.08,5.99,5.45,4.54,VDV826604,VDV826604,,
VDV826-605,58141-0,UR IDC Connectors UR 19-26 AWG,6,1,EA,9.08,5.99,5.45,4.54,VDV826605,VDV826605,,
VDV826-611,58147-2,"Modular Data Plugs RJ45, CAT5e, 100-Pack",6,1,EA,72.72,47.99,43.63,36.36,VDV826611,VDV826611,,
VDV826-628,58168-7,"Modular Data Plugs, RJ45-CAT5e, 10-Pack",6,1,EA,13.62,8.99,8.17,6.81,VDV826628,VDV826628,,
VDV826-702,69082-2,"Pass-Thru™ Modular Data Plug, RJ45- CAT5E, 50-Pack",6,1,EA,39.10,26.99,23.46,19.55,VDV826702,VDV826702,,
VDV826-703,69093-8,"Pass-Thru™ Modular Data Plug, RJ45-CAT6, 50-Pack",6,1,EA,39.10,26.99,23.46,19.55,VDV826703,VDV826703,,
VDV826-704,58378-0,"Pass-Thru™ Modular Data Plugs, RJ-45-CAT6A, UTP, 50-Pack",6,1,EA,42.00,29.99,25.20,21.00,VDV826704,VDV826704,,
VDV826-705,58391-9,"Pass-Thru™ Modular Data Plugs, RJ45-CAT6A, Shielded (STP), 50-Pack",6,1,EA,127.40,90.99,76.44,63.70,VDV826705,VDV826705,,
VDV826-728,69097-6,"Pass-Thru™ Modular Data Plugs, RJ45-CAT5E, 10-Pack",4,1,EA,12.84,8.57,7.70,6.42,VDV826728,VDV826728,,
VDV826-729,69092-1,"Pass-Thru™ Modular Data Plugs RJ45-CAT6, 10-Pack",4,1,EA,13.60,8.97,8.16,6.80,VDV826729,VDV826729,,
VDV826-754,58392-6,"Pass-Thru™ Modular Data Plug, RJ45-CAT6A, Shielded (STP), 100-Pack",5,1,EA,204.40,145.99,122.64,102.20,VDV826754,VDV826754,,
VDV826-762,69188-1,"Pass-Thru™ Modular Data Plugs, RJ45-CAT5e, 200-Pack",5,1,EA,82.52,54.99,49.51,41.26,VDV826762,VDV826762,,
VDV826-763,69189-8,"Pass-Thru™ Modular Data Plugs, RJ45-CAT6, 200-Pack",5,1,EA,82.52,54.99,49.51,41.26,VDV826763,VDV826763,,
VDV826-764,58379-7,"Pass-Thru™ Modular Data Plugs, RJ45-CAT6A, UTP 200-Pack",5,1,EA,140.00,99.99,84.00,70.00,VDV826764,VDV826764,,
VDV999-033,58058-1,"Replacement Screw Set (Thumb, Phillips)",1,1,EA,9.08,5.99,-,4.54,VDV999033,VDV999033,,
VDV999-059,58092-5,Replacement Probe Tip for TraceAll™ Tone and Probe,2,2,EA,18.16,11.99,-,9.08,VDV999059,VDV999059,,
VDV999-064,58096-3,Blade Set for Modular Crimper/Stripper,1,1,EA,9.08,5.99,-,4.54,VDV999064,VDV999064,,
VDV999-065,58100-7,Replacement Tip for PROBEplus,1,1,EA,21.18,13.99,-,10.59,VDV999065,VDV999065,,
VDV999-067,58134-2,TraceALL™ Replacement Leads,1,1,EA,11.34,7.49,-,5.67,VDV999067,VDV999067,,
VDV999-068,58290-5,Replacement Tip for Probe-Pro Tracing Probe,1,1,EA,14.00,9.99,-,7.00,VDV999068,VDV999068,,
VDV999-074,69090-7,Compact Ratcheting Modular Crimper Blade Set,1,1,EA,8.40,5.99,-,4.20,VDV999074,VDV999074,,
VDV999-076,69112-6,Replacement Blade for Ratcheting Pass-Thru™ Crimper,1,1,EA,8.40,5.99,-,4.20,VDV999076,VDV999076,,
VDV999-109,58232-5,Self-Storing Remote #1 for Scout ® Pro Testers,1,1,EA,26.50,17.49,-,13.25,VDV999109,VDV999109,,
VDV999-110,58233-2,Test-n-Map™ Remote #1 for Scout ® Pro Testers,1,1,EA,38.62,25.49,-,19.31,VDV999110,VDV999110,,
VDV999-150,58325-4,Replacement Remote for LAN Explorer,1,1,EA,19.84,13.99,11.90,9.92,VDV999150,VDV999150,,
VDV999-200,58355-1,Replacement Remote for LAN Scout ® Jr. 2 Continuity Tester,1,1,EA,17.40,11.49,10.44,8.70,VDV999200,VDV999200,,
VDV999078,58332-2,Replacement Blade Kit for Compact Pass-Thru™ Crimper,1,1,EA,8.40,5.99,-,4.20,VDV999078,VDV999078,,
VISORCLR,60169-9,"Safety Helmet Visor, Clear",1,1,EA,50.00,39.99,-,25.00,VISORCLR,VISORCLR,,
VISORGRAY,60170-5,"Safety Helmet Visor, Gray Tinted",1,1,EA,50.00,39.99,-,25.00,VISORGRAY,VISORGRAY,,
07,52007-5,Replacement Tree Climbing Gaffs,6,1,PR,128.58,74.99,77.15,64.29,07,07,,
1000,74400-6,"Multi Tool, 6-in-1 Multi-Purpose Stripper, Crimper, Wire Cutter",3,1,EA,32.90,24.97,19.74,16.45,1000,1000,,
1001,74401-3,"Multi Tool, Stripper, Crimper, Wire Cutter, 8-22 AWG",3,1,EA,39.38,25.99,23.63,19.69,1001,1001,,
1003,74000-8,Wire Stripper and Cutter Compact,6,1,EA,15.00,9.99,9.00,7.50,1003,1003,,
1004,74002-2,Wire Stripper and Cutter with Spring,6,1,EA,16.42,10.99,9.85,8.21,1004,1004,,
1005,74204-0,Crimping and Cutting Tool for Connectors,6,1,EA,45.26,29.97,27.16,22.63,1005,1005,,
1005-INS,74205-7,Insulated Crimping and Cutting Tool,3,1,EA,98.42,64.99,59.05,49.21,1005INS,1005INS,,
1006,74206-4,Crimping and Cutting Tool for Non-Insulated Terminals,6,1,EA,53.02,34.99,31.81,26.51,1006,1006,,
1009,74509-6,"Klein-Kurve Long-Nose Wire Stripper, Wire Cutter, Crimping Tool",6,1,EA,30.02,20.97,18.01,15.01,1009,1009,,
100CS,76125-6,Serrated Electrician Scissors with Stripping,6,1,EA,19.68,12.99,11.81,9.84,100CS,100CS,,
1010,74404-4,"Long Nose Multi Tool Wire Stripper, Wire Cutters, Crimping Tool",3,1,EA,33.36,24.97,20.02,16.68,1010,1010,,
